0, 0.122, 0.123, 0.124, 0.125, 0.126, 0.127, 0.128
-0.04,-0.5060117583889447,-0.4936085287862157,-0.4886931861250811,-0.4819272814549898,-0.4806107224184169,-0.4768277451337183,-0.4790068612814242
-0.03949685534591195,-0.525186091721641,-0.5105596912468255,-0.5012742591143668,-0.493039038246386,-0.4928974217248339,-0.4916500810627861,-0.4945126014896673
-0.0389937106918239,-0.5419734493970016,-0.5244184636734475,-0.5140170195806256,-0.5076366064815968,-0.5051750992321242,-0.5054124630900594,-0.5114924465003067
-0.038490566037735846,-0.5562319439330252,-0.5372146028906053,-0.525909328956468,-0.5185620009065784,-0.5159214937450709,-0.5178778639123055,-0.5257675996329562
-0.0379874213836478,-0.5679072439291903,-0.5486336792927158,-0.5361102183492471,-0.528832943024675,-0.5263960563353466,-0.5283974677199255,-0.5370106061275155
-0.03748427672955974,-0.5775694045686572,-0.5581557383486347,-0.5455768181635852,-0.53817173594445,-0.535631450079127,-0.5375035128856185,-0.5457611673246842
-0.0369811320754717,-0.5847261992502043,-0.5661208773896669,-0.553577759122944,-0.5463465947626389,-0.543509164390424,-0.5453511850963666,-0.5528328762154742
-0.03647798742138365,-0.589630897660274,-0.5723925151406636,-0.5604940915449464,-0.5532793775133837,-0.5502467991998253,-0.5515753152633257,-0.5577849963930119
-0.0359748427672956,-0.5931707806709587,-0.5776188144308774,-0.566283457050422,-0.5593113854791802,-0.5560483311294638,-0.5567154313269659,-0.5614770237867677
-0.03547169811320754,-0.5955819535228067,-0.5815674239062376,-0.5711337222705928,-0.5641959482511878,-0.5607720981341883,-0.5607387967504878,-0.5639676163454179
-0.0349685534591195,-0.5972616886878324,-0.5846039091870758,-0.5750306442528044,-0.5683305581436551,-0.5646262759439568,-0.5639013926946148,-0.5658031084910187
-0.03446540880503145,-0.5982938053075066,-0.5870950992311663,-0.5780964180107517,-0.5717254354075612,-0.5677885420629222,-0.5664201582029079,-0.5671170555757191
-0.033962264150943396,-0.5989921357302415,-0.5889376577420006,-0.580714012405029,-0.5744916962765969,-0.5704513079041078,-0.5684116837300699,-0.5680730194542931
-0.033459119496855344,-0.5994566257550065,-0.5904202553782418,-0.5826806854195368,-0.5767538446915355,-0.5724940732432477,-0.5699767072202471,-0.5687632533214185
-0.0329559748427673,-0.5997456664759871,-0.5914209918873908,-0.5842893943573424,-0.5784780659139893,-0.5741614049923554,-0.5712151791644138,-0.5693053050454888
-0.03245283018867924,-0.5999351917762872,-0.5923287939154379,-0.5855263389060938,-0.5799507185762776,-0.5754954711168214,-0.5721847867760412,-0.5697186599283551
-0.031949685534591196,-0.6000513231092551,-0.5929703910533732,-0.5865382992280611,-0.5810805034375237,-0.5765289256741295,-0.5729958147447621,-0.5700358942647737
-0.031446540880503145,-0.6000751456892852,-0.5933999957745484,-0.5873277469196498,-0.5819678072047256,-0.5774242697231293,-0.5735772378124231,-0.5702950626011727
-0.030943396226415096,-0.6001359327301219,-0.5938098293628744,-0.5879316399945491,-0.5826714709551998,-0.5780817818734849,-0.5740579325569899,-0.5704868752954375
-0.030440251572327045,-0.6001038493468411,-0.5941012917227868,-0.588486732638108,-0.5832398899863444,-0.5785936993065257,-0.5744665521093693,-0.5706639205217187
-0.029937106918238997,-0.6000893046891111,-0.5943187603047941,-0.588813021799038,-0.5837299923313441,-0.5790260145356976,-0.5747760915022372,-0.5708044503254618
-0.02943396226415094,-0.6001034394909089,-0.5945304968697169,-0.5891150251744129,-0.5840629166032469,-0.5793635240914435,-0.5750247651898321,-0.5709296009580704
-0.028930817610062897,-0.6000901568524596,-0.5945818684801496,-0.5893186190078408,-0.5843391506556285,-0.5796170061830599,-0.575216819312897,-0.5710148792374072
-0.028427672955974842,-0.6000602501090329,-0.5947003503694606,-0.5895109591904517,-0.5845744666640756,-0.5798449274109267,-0.5753421862125498,-0.5711337119800414
-0.027924528301886794,-0.6000590735251599,-0.5947519920180138,-0.5896174286983634,-0.5846975225233394,-0.5800129928695903,-0.5755090258422215,-0.5711690725583896
-0.027421383647798742,-0.6000177170747946,-0.5948068394043915,-0.5897142814696543,-0.5848509590114337,-0.5801539403300593,-0.5756306385504368,-0.5712504809092372
-0.02691823899371069,-0.6000089498082144,-0.5948345051504805,-0.5898338130968916,-0.5849747487084248,-0.5802424613951104,-0.575698191960754,-0.5712874852688001
-0.026415094339622643,-0.6000131775784605,-0.5948755168598814,-0.5898873756981456,-0.5850534423463989,-0.58035248530045,-0.5757817856150156,-0.5713131564091694
-0.02591194968553459,-0.599957742918146,-0.5949321425792202,-0.5899535356167306,-0.5850814068191346,-0.5804134643240768,-0.5758471725674911,-0.5713684875421247
-0.02540880503144654,-0.599935246309333,-0.5948850863277572,-0.5899874344975666,-0.5851463533579104,-0.5804694804684765,-0.5758558600036159,-0.571402527384754
-0.02490566037735849,-0.5999357154488849,-0.5949337572477593,-0.5900048075289076,-0.5852129394135833,-0.5804976096144953,-0.575904690945707,-0.5714309534971879
-0.02440251572327044,-0.5999194001150014,-0.5949305191506609,-0.5900912282794227,-0.5852403099133447,-0.5805412451756506,-0.5759389196537315,-0.5714567293305501
-0.02389937106918239,-0.5999183281509403,-0.5949252463202703,-0.5900345130575577,-0.5852346480037063,-0.5805555892051858,-0.5759695773208154,-0.5714511591987862
